DATABASE;Antibiotic.Class;GENE;ACCESSION;Standard.Gene.Name;Antibiotic.Gene.Family;Disinfecting.Agent;Metal.resistance;Mechanism
NCBI AMRFinderPlus;tetracycline;tet(39);NG_048137.1;tet(39);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
NCBI AMRFinderPlus;tetracycline;tet(40);NG_048141.1;tet(40);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
NCBI AMRFinderPlus;tetracycline;tet(44);NG_048145.1;tet(44);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
NCBI AMRFinderPlus;tetracycline;tet(44);NG_048146.1;tet(44);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
NCBI AMRFinderPlus;tetracycline;tet(57);NG_056039.1;tet(57);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
NCBI AMRFinderPlus;tetracycline;tet(H);NG_048194.1;tet(H);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
NCBI AMRFinderPlus;tetracycline;tet(L);NG_048209.1;tet(L);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
NCBI AMRFinderPlus;tetracycline;tet(M);NG_048247.1;tet(M);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
NCBI AMRFinderPlus;tetracycline;tet(M);NG_048252.1;tet(M);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
NCBI AMRFinderPlus;tetracycline;tet(O);NG_048258.1;tet(O);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
NCBI AMRFinderPlus;tetracycline;tet(O);NG_048262.1;tet(O);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
NCBI AMRFinderPlus;tetracycline;tet(O);NG_048264.1;tet(O);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
NCBI AMRFinderPlus;tetracycline;tet(O/M/O);NG_048259.1;tet(O/M/O);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
NCBI AMRFinderPlus;tetracycline;tet(Q);NG_048268.1;tet(Q);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
NCBI AMRFinderPlus;tetracycline;tet(Q);NG_048269.1;tet(Q);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
NCBI AMRFinderPlus;tetracycline;tet(Q);NG_048271.1;tet(Q);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
NCBI AMRFinderPlus;tetracycline;tet(Q);NG_048272.1;tet(Q);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
NCBI AMRFinderPlus;tetracycline;tet(W);NG_048281.1;tet(W);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
NCBI AMRFinderPlus;tetracycline;tet(W);NG_048282.1;tet(W);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
NCBI AMRFinderPlus;tetracycline;tet(W);NG_048297.1;tet(W);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
NCBI AMRFinderPlus;tetracycline;tet(W);NG_055990.1;tet(W/32/O);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
NCBI AMRFinderPlus;tetracycline;tet(W/N/W);NG_062353.1;tet(W/N/W);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
NCBI AMRFinderPlus;tetracycline;tet(X2);NG_048305.1;tet(X);tetracycline inactivation enzyme;;;antibiotic inactivation
NCBI AMRFinderPlus;tetracycline;tet(X5);NG_048306.1;tetX6;tetracycline inactivation enzyme;;;antibiotic inactivation
NCBI AMRFinderPlus;tetracycline;tet(Y);NG_048309.1;tet(Y);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic inactivation
NCBI AMRFinderPlus;tetracycline;tet(Z);NG_048311.1;tet(Z);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
NCBI AMRFinderPlus;tetracycline;tetA(P);NG_048314.1;tetA(P);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
NCBI AMRFinderPlus;tetracycline;tetA(P);NG_048316.1;tetA(P);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
NCBI AMRFinderPlus;tetracycline;tetB(P);NG_048319.1;tetB(P);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
ResFinder;aminoglycoside;aac(3)-IIa_1;X51534;AAC(3)-Iia;AAC(3);;;antibiotic inactivation
ResFinder;aminoglycoside;aac(3)-IIa_3;X13543;AAC(3)-Iia;AAC(3);;;antibiotic inactivation
ResFinder;aminoglycoside;aac(3)-IVa_1;X01385;AAC(3)-Iva;AAC(3);;;antibiotic inactivation
ResFinder;aminoglycoside;aac(6')-aph(2'')_1;M13771;AAC6_Ie_APH2_Ia;aminoglycoside bifunctional resistance protein;;;antibiotic inactivation
ResFinder;aminoglycoside;aac(6')-Iad_1;AB119105;AAC(6')-Iad;AAC(6');;;antibiotic inactivation
ResFinder;aminoglycoside;aac(6')-Iid_1;AJ584700;AAC(6')-Iid;AAC(6');;;antibiotic inactivation
ResFinder;aminoglycoside;aac(6')-Im_1;AF337947;AAC(6')-Im;AAC(6');;;antibiotic inactivation
ResFinder;aminoglycoside;aadA11_1;AY144590;aadA11;ANT(3'');;;antibiotic inactivation
ResFinder;aminoglycoside;aadA11_2;AJ567827;aadA;ANT(3'');;;antibiotic inactivation
ResFinder;aminoglycoside;aadA13_1;AY713504;aadA13;ANT(3'');;;antibiotic inactivation
ResFinder;aminoglycoside;aadA14_1;AJ884726;aadA14;ANT(3'');;;antibiotic inactivation
ResFinder;aminoglycoside;aadA2_1;NC_010870;aadA2;ANT(3'');;;antibiotic inactivation
ResFinder;aminoglycoside;aadA24_1;AM711129;aadA22;ANT(3'');;;antibiotic inactivation
ResFinder;aminoglycoside;aadA5_1;AF137361;aadA5;ANT(3'');;;antibiotic inactivation
ResFinder;aminoglycoside;aadA7_1;AF224733;aadA7;ANT(3'');;;antibiotic inactivation
ResFinder;aminoglycoside;aadA9_1;AJ420072;aadA9;ANT(3'');;;antibiotic inactivation
ResFinder;aminoglycoside;aadD_1;AF181950;ANT(4')-Ia;ANT(4');;;antibiotic inactivation
ResFinder;aminoglycoside;ant(2'')-Ia_1;X04555;ANT(2'')-Ia;ANT(2'');;;antibiotic inactivation
ResFinder;aminoglycoside;ant(2'')-Ia_13;DQ176450;ANT(2'')-Ia;ANT(2'');;;antibiotic inactivation
ResFinder;aminoglycoside;ant(3'')-Ia_1;X02340;aadA;ANT(3'');;;antibiotic inactivation
ResFinder;aminoglycoside;ant(6)-Ia_1;AF330699;aad(6);ANT(6);;;antibiotic inactivation
ResFinder;aminoglycoside;ant(6)-Ia_2;KF421157;ANT(6)-Ia;ANT(6);;;antibiotic inactivation
ResFinder;aminoglycoside;ant(6)-Ia_3;KF864551;ANT(6)-Ib;ANT(6);;;antibiotic inactivation
ResFinder;aminoglycoside;ant(6)-Ib_1;FN594949;ANT(6)-Ib;ANT(6);;;antibiotic inactivation
ResFinder;aminoglycoside;ant(9)-Ia_1;X02588;ANT(9)-Ia;ANT(9);;;antibiotic inactivation
ResFinder;aminoglycoside;ant(9)-Ia_2;M69221;ANT(9)-Ib;ANT(9);;;antibiotic inactivation
ResFinder;aminoglycoside;aph(2'')-Ic_1;U51479;APH(2'')-IIIa;APH(2'');;;antibiotic inactivation
ResFinder;aminoglycoside;aph(2'')-Ih_1;KF652096;APH(2'')-If;"APH(2"")";;;antibiotic inactivation
ResFinder;aminoglycoside;aph(3'')-Ib_2;AF024602;APH(3'')-Ib;APH(3'');;;antibiotic inactivation
ResFinder;aminoglycoside;aph(3'')-Ib_5;AF321551;APH(3'')-Ib;APH(3'');;;antibiotic inactivation
ResFinder;aminoglycoside;aph(3')-Ia_10;EU855787;APH(3')-Ia;APH(3');;;antibiotic inactivation
ResFinder;aminoglycoside;aph(3')-Ia_7;X62115;APH(3')-Ia;APH(3');;;antibiotic inactivation
ResFinder;aminoglycoside;aph(3')-IIa_2;V00618;APH(3')-IIa;APH(3');;;antibiotic inactivation
ResFinder;aminoglycoside;aph(3')-III_1;M26832;APH(3')-Ia;APH(3');;;antibiotic inactivation
ResFinder;aminoglycoside;aph(3')-IX_1;APPN01000061;APH(3')-IXa;APH(3');;;antibiotic inactivation
ResFinder;aminoglycoside;aph(3')-VIa_1;X07753;APH(3')-Via;APH(3');;;antibiotic inactivation
ResFinder;aminoglycoside;aph(4)-Ia_1;V01499;APH(4)-Ia;APH(4);;;antibiotic inactivation
ResFinder;aminoglycoside;aph(6)-Id_1;M28829;APH(6)-Id;APH(6);;;antibiotic inactivation
ResFinder;aminoglycoside;rmtF_1;JQ808129;rmtF;16S rRNA methyltransferase (G1405);;;antibiotic target alteration
ResFinder;aminoglycoside;str_1;X92946;aadK;ANT(6);;;antibiotic inactivation
ResFinder;aminoglycoside;str_2;FN435330;aadK;ANT(6);;;antibiotic inactivation
ResFinder;beta-lactam;blaACI-1_1;AJ007350;ACI-1;ACI beta-lactamase;;;antibiotic inactivation
ResFinder;beta-lactam;blaCARB-16_1;HF953351;CARB-16;CARB beta-lactamase;;;antibiotic inactivation
ResFinder;beta-lactam;blaCARB-5_1;AF135373;"	CARB-6";CARB beta-lactamase;;;antibiotic inactivation
ResFinder;beta-lactam;blaCARB-8_1;AY178993;CARB-8;CARB beta-lactamase;;;antibiotic inactivation
ResFinder;beta-lactam;blaCMY-1_1;X92508;CMY-1;CMY beta-lactamase;;;antibiotic inactivation
ResFinder;beta-lactam;blaEBR-1_1;AF416700;EBR-5;EBR beta-lactamase;;;antibiotic inactivation
ResFinder;beta-lactam;blaIMP-13_1;AJ550807;IMP-13;IMP beta-lactamase;;;antibiotic inactivation
ResFinder;beta-lactam;blaMOX-6_1;GQ152601;MOX-25;MOX beta-lactamase;;;antibiotic inactivation
ResFinder;beta-lactam;blaMUS-1_1;AF441286;MUS-1;MUS beta-lactamase;;;antibiotic inactivation
ResFinder;beta-lactam;blaOCH-7_1;AJ295345;OCH-7;OCH beta-lactamase;;;antibiotic inactivation
ResFinder;beta-lactam;blaOXA-1_1;HQ170510;"	OXA-1";OXA beta-lactamase;;;antibiotic inactivation
ResFinder;beta-lactam;blaOXA-193_1;CP013032;OXA-609;OXA beta-lactamase;;;antibiotic inactivation
ResFinder;beta-lactam;blaOXA-2_1;DQ112222;OXA-2;OXA beta-lactamase;;;antibiotic inactivation
ResFinder;beta-lactam;blaOXA-20_2;AF024602;OXA-20;OXA beta-lactamase;;;antibiotic inactivation
ResFinder;beta-lactam;blaOXA-283_1;AYHO01000005;OXA-283;OXA beta-lactamase;;;antibiotic inactivation
ResFinder;beta-lactam;blaOXA-296_1;APOH01000009;OXA-296;OXA beta-lactamase;;;antibiotic inactivation
ResFinder;beta-lactam;blaOXA-299_1;APQD01000016;OXA-299;OXA beta-lactamase;;;antibiotic inactivation
ResFinder;beta-lactam;blaOXA-308;APPN01000080;OXA-999;OXA beta-lactamase;;;antibiotic inactivation
ResFinder;beta-lactam;blaOXA-308_1;APPN01000080;OXA-981;OXA beta-lactamase;;;antibiotic inactivation
ResFinder;beta-lactam;blaOXA-347_1;ACWG01000053;OXA-347;OXA beta-lactamase;;;antibiotic inactivation
ResFinder;beta-lactam;blaOXA-362_1;KF460532;OXA-362;OXA beta-lactamase;;;antibiotic inactivation
ResFinder;beta-lactam;blaOXA-363_1;KF460533;OXA-646;OXA beta-lactamase;;;antibiotic inactivation
ResFinder;beta-lactam;blaOXA-427_1;KX827604;OCA-1156;OXA beta-lactamase;;;antibiotic inactivation
ResFinder;beta-lactam;blaOXA-453_1;KR061507;OXA-609;OXA beta-lactamase;;;antibiotic inactivation
ResFinder;beta-lactam;blaOXA-496_1;KT200608;OCA-648;OXA beta-lactamase;;;antibiotic inactivation
ResFinder;beta-lactam;blaOXA-58_1;AY665723;OXA-58;OXA beta-lactamase;;;antibiotic inactivation
ResFinder;beta-lactam;blaOXA-85_1;JANA01000064;OXA-85;OXA beta-lactamase;;;antibiotic inactivation
ResFinder;beta-lactam;blaPER-2_1;X93314;PER-2;PER beta-lactamase;;;antibiotic inactivation
ResFinder;beta-lactam;blaPME-1_1;HQ541434;PME-1;PME beta-lactamase;;;antibiotic inactivation
ResFinder;beta-lactam;blaROB-1_1;DQ840517;ROB-1;ROB beta-lactamase;;;antibiotic inactivation
ResFinder;beta-lactam;blaTEM-1A_1;HM749966;TEM-150;TEM beta-lactamase;;;antibiotic inactivation
ResFinder;beta-lactam;blaTEM-1B_1;AY458016;TEM-1;TEM beta-lactamase;;;antibiotic inactivation
ResFinder;beta-lactam;blaTUS-1_1;AF441287;TUS-1;TUS beta-lactamase;;;antibiotic inactivation
ResFinder;beta-lactam;blaZ_8;HE993884;mecC-type_BlaZ;BlaZ beta-lactamase;;;antibiotic inactivation
ResFinder;beta-lactam;cepA_1;L13472;CepA-49;CepA beta-lactamase;;;antibiotic inactivation
ResFinder;beta-lactam;cepA-29_1;U05884;CepA-29;CepA beta-lactamase;;;antibiotic inactivation
ResFinder;beta-lactam;cfiA13_1;FM200787;CfiA27;CfiA beta-lactamase;;;antibiotic inactivation
ResFinder;beta-lactam;cfxA_1;U38243;"	CfxA";CfxA beta-lactamase;;;antibiotic inactivation
ResFinder;beta-lactam;cfxA3_1;AF472622;CfxA2;"class A beta-la	CfxA beta-lactamasectamase";;;antibiotic inactivation
ResFinder;beta-lactam;cfxA6_1;GQ342996;CfxA6;CfxA beta-lactamase;;;antibiotic inactivation
ResFinder;beta-lactam;hugA_1;AF324468;FO-2;FO beta-lactamase;;;antibiotic inactivation
ResFinder;beta-lactam;mecA1_3;Y13094;mecA;methicillin resistant PBP2;;;antibiotic target replacement
ResFinder;broad-spectrum efflux pump;cmr_1;U43535;cmr;major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
ResFinder;broad-spectrum efflux pump;mef(C)_1;AB571865;mef(C);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
ResFinder;broad-spectrum efflux pump;OqxA_1;EU370913;oqxA;resistance-nodulation-cell division (RND) antibiotic efflux pump;;;antibiotic efflux
ResFinder;broad-spectrum efflux pump;OqxB_1;EU370913;oqxB;resistance-nodulation-cell division (RND) antibiotic efflux pump;biocide;;antibiotic efflux
ResFinder;broad-spectrum efflux pump;tmexC1_1;MK347425;MexC;resistance-nodulation-cell division (RND) antibiotic efflux pump;;;antibiotic efflux
ResFinder;fluoroquinolone;qnrB35_1;JN173057;QnrB35;quinolone resistant protein (qnr);;;antibiotic target protection
ResFinder;fluoroquinolone;qnrB89_1;MT544491;QnrB6;quinolone resistant protein (qnr);;;antibiotic target protection
ResFinder;fluoroquinolone;qnrD1_1;FJ228229;QnrD1;quinolone resistant protein (qnr);;;antibiotic target protection
ResFinder;fluoroquinolone;qnrS10_1;JN836269;QnrS1;quinolone resistance protein (qnr);;;antibiotic target protection
ResFinder;folic acid synthesis inhibitors ;dfrA1_10;AF203818;dfrA1;trimethoprim resistant dihydrofolate reductase dfr;;;antibiotic target replacement
ResFinder;folic acid synthesis inhibitors ;dfrA1_3;GU726913;dfrA1;trimethoprim resistant dihydrofolate reductase dfr;;;antibiotic target replacement
ResFinder;folic acid synthesis inhibitors ;dfrA1_8;X00926;dfrA1;trimethoprim resistant dihydrofolate reductase dfr;;;antibiotic target replacement
ResFinder;folic acid synthesis inhibitors ;dfrA12_8;AM040708;dfrA12;trimethoprim resistant dihydrofolate reductase dfr;;;antibiotic target replacement
ResFinder;folic acid synthesis inhibitors ;dfrA14_5;DQ388123;dfrA14;trimethoprim resistant dihydrofolate reductase dfr;;;antibiotic target replacement
ResFinder;folic acid synthesis inhibitors ;dfrA16_2;AF174129;dfrA16;trimethoprim resistant dihydrofolate reductase dfr;;;antibiotic target replacement
ResFinder;folic acid synthesis inhibitors ;dfrA17_1;FJ460238;dfrA17;trimethoprim resistant dihydrofolate reductase dfr;;;antibiotic target replacement
ResFinder;folic acid synthesis inhibitors ;dfrA20_1;AJ605332;dfrA20;trimethoprim resistant dihydrofolate reductase dfr;;;antibiotic target replacement
ResFinder;folic acid synthesis inhibitors ;dfrA36_1;CP038791;dfrA38;trimethoprim resistant dihydrofolate reductase dfr;;;antibiotic target replacement
ResFinder;folic acid synthesis inhibitors ;dfrA8_1;U10186;dfrA8;trimethoprim resistant dihydrofolate reductase dfr;;;antibiotic target alteration
ResFinder;folic acid synthesis inhibitors ;dfrD_1;Z50141;dfrD;trimethoprim resistant dihydrofolate reductase dfr;;;antibiotic target replacement
ResFinder;folic acid synthesis inhibitors ;dfrG_1;AB205645;dfrG;trimethoprim resistant dihydrofolate reductase dfr;;;antibiotic target replacement
ResFinder;folic acid synthesis inhibitors ;dfrK_1;FN377602;dfrK;trimethoprim resistant dihydrofolate reductase dfr;;;antibiotic target replacement
ResFinder;folic acid synthesis inhibitors ;dfrK_2;FN677369;dfrK;trimethoprim resistant dihydrofolate reductase dfr;;;antibiotic target replacement
ResFinder;folic acid synthesis inhibitors ;sul1_2;U12338;sul1;sulfomide resistant sul;;;antibiotic target replacement
ResFinder;folic acid synthesis inhibitors ;sul1_5;EU780013;sul1;sulfomide resistant sul;;;antibiotic target replacement
ResFinder;folic acid synthesis inhibitors ;sul1_9;AY963803;sul1;sulfomide resistant sul;;;antibiotic target replacement
ResFinder;folic acid synthesis inhibitors ;sul2_14;AJ514834;sul2;sulfomide resistant sul;;;antibiotic target replacement
ResFinder;folic acid synthesis inhibitors ;sul2_2;AY034138;sul2;sulfomide resistant sul;;;antibiotic target replacement
ResFinder;folic acid synthesis inhibitors ;sul3_2;AJ459418;sul3;sulfomide resistant sul;;;antibiotic target replacement
ResFinder;glycopeptide;bleO_1;AF051917;bleO;Bleomycin resistant protein;;;antibiotic inactivation
ResFinder;glycopeptide;VanG2XY_1;FJ872410;vanXY_in_vanG;glycopeptide resistance gene cluster ;;;antibiotic target alteration
ResFinder;glycopeptide;VanGXY_1;AY271782;vanG;glycopeptide resistance gene cluster ;;;antibiotic target alteration
ResFinder;glycopeptide;VanHBX_1;AF192329;vanH_in_vanB_cl;glycopeptide resistance gene cluster ;;;antibiotic target alteration
ResFinder;MLS;cfr(C)_1;KX686749;cfrC;Cfr 23S ribosomal RNA methyltransferase;;;antibiotic target alteration
ResFinder;MLS;cfr(C)_2;CANB01000378;cfrC;Cfr 23S ribosomal RNA methyltransferase;;;antibiotic target alteration
ResFinder;MLS;Cfr(E)_1;NG_070225;cfrE;Cfr 23S ribosomal R methyltransferase;;;antibiotic target alteration
ResFinder;MLS;ere(D)_1;KP265721;EreD;macrolide esterase;;;antibiotic inactivation
ResFinder;MLS;erm(35)_1;AF319779;Erm(35);Erm 23S ribosomal RNA methyltransferase;;;antibiotic target alteration
ResFinder;MLS;erm(43)_1;HE650138;Erm(43);Erm 23S ribosomal RNA methyltransferase;;;antibiotic target alteration
ResFinder;MLS;erm(45)_1;LN680996;Erm(45);Erm 23S ribosomal RNA methyltransferase;;;antibiotic target alteration
ResFinder;MLS;erm(47)_1;KU612222;Erm(47);Erm 23S ribosomal R methyltransferase;;;antibiotic target alteration
ResFinder;MLS;erm(50)_1;LC473083;Erm(51);Erm 23S ribosomal RNA methyltransferase;;;antibiotic target alteration
ResFinder;MLS;erm(B)_1;JN899585;ErmB;Erm 23S ribosomal R methyltransferase;;;antibiotic target alteration
ResFinder;MLS;erm(B)_12;U18931;ErmB;Erm 23S ribosomal R methyltransferase;;;antibiotic target alteration
ResFinder;MLS;erm(B)_18;X66468;ErmB;Erm 23S ribosomal R methyltransferase;;;antibiotic target alteration
ResFinder;MLS;erm(B)_23;X72021;ErmB;Erm 23S ribosomal R methyltransferase;;;antibiotic target alteration
ResFinder;MLS;erm(B)_6;AF242872;ErmB;Erm 23S ribosomal R methyltransferase;;;antibiotic target alteration
ResFinder;MLS;erm(C)_1;V01278;ErmC;Erm 23S ribosomal R methyltransferase;;;antibiotic target alteration
ResFinder;MLS;erm(C)_12;Y09003;ErmC;Erm 23S ribosomal R methyltransferase;;;antibiotic target alteration
ResFinder;MLS;erm(C)_13;M13761;ErmC;Erm 23S ribosomal R methyltransferase;;;antibiotic target alteration
ResFinder;MLS;erm(F)_3;M17808;ErmF;Erm 23S ribosomal RNA methyltransferase;;;antibiotic target alteration
ResFinder;MLS;erm(F)_4;M62487;ErmF;Erm 23S ribosomal RNA methyltransferase;;;antibiotic target alteration
ResFinder;MLS;erm(G)_1;M15332;ErmG;Erm 23S ribosomal RNA methyltransferase;;;antibiotic target alteration
ResFinder;MLS;erm(Q)_1;L22689;ErmQ;Erm 23S ribosomal R methyltransferase;;;antibiotic target alteration
ResFinder;MLS;erm(T)_2;AY894138;ErmT;Erm 23S ribosomal R methyltransferase;;;antibiotic target alteration
ResFinder;MLS;erm(T)_4;AJ488494;ErmT;Erm 23S ribosomal R methyltransferase;;;antibiotic target alteration
ResFinder;MLS;erm(X)_1;M36726;ErmX;Erm 23S ribosomal RNA methyltransferase;;;antibiotic target alteration
ResFinder;MLS;erm(X)_4;NC_005206;ErmX;Erm 23S ribosomal RNA methyltransferase;;;antibiotic target alteration
ResFinder;MLS;erm(Y)_1;AB014481;ErmY;Erm 23S ribosomal RNA methyltransferase;;;antibiotic target alteration
ResFinder;MLS;lnu(A)_1;M14039;lnuA;lincosamide nucleotidyltransferase (LNU);;;antibiotic inactivation
ResFinder;MLS;lnu(B)_2;JQ861959;lnuB;lincosamide nucleotidyltransferase;;;antibiotic inactivation
ResFinder;MLS;lnu(C)_1;AY928180;lnuC;lincosamide nucleotidyltransferase;;;antibiotic inactivation
ResFinder;MLS;lnu(D)_1;EF452177;lnuD;lincosamide nucleotidyltransferase (LNU);;;antibiotic inactivation
ResFinder;MLS;lnu(F)_3;AJ561197;lnuF;lincosamide nucleotidyltransferase (LNU);;;antibiotic inactivation
ResFinder;MLS;lnu(G)_1;KX470419;lnuG;lincosamide nucleotidyltransferase;;;antibiotic inactivation
ResFinder;MLS;lnu(P)_1;FJ589781;lnuP;lincosamide nucleotidyltransferase;;;antibiotic inactivation
ResFinder;MLS;lsa(B)_1;AJ579365;lsaB;lsa-type ABC-F protein;;;antibiotic target alteration
ResFinder;MLS;lsa(E)_1;JX560992;lsaE;lsa-type ABC-F protein;;;antibiotic target protection
ResFinder;MLS;mef(A)_1;AJ971089;mel;msr-type ABC-F protein;;;antibiotic target protection
ResFinder;MLS;mef(A)_2;U83667;mel;msr-type ABC-F protein;;;antibiotic target protection
ResFinder;MLS;mef(A)_3;AF227520;mel;msr-type ABC-F protein;;;antibiotic target protection
ResFinder;MLS;mph(A)_2;U36578;mphA;macrolide phosphotransferase (MPH);;;antibiotic inactivation
ResFinder;MLS;mph(B)_1;D85892;mphB;macrolide phosphotransferase;;;antibiotic inactivation
ResFinder;MLS;mph(C)_1;AB013298;mphC;macrolide phosphotransferase (MPH);;;antibiotic inactivation
ResFinder;MLS;mph(C)_2;AF167161;mphC;macrolide phosphotransferase (MPH);;;antibiotic inactivation
ResFinder;MLS;mph(C)_3;AM180068;mphC;macrolide phosphotransferase (MPH);;;antibiotic inactivation
ResFinder;MLS;mph(C)_4;AM397632;mphC;macrolide phosphotransferase (MPH);;;antibiotic inactivation
ResFinder;MLS;mph(E)_1;DQ839391;mphE;macrolide phosphotransferase;;;antibiotic inactivation
ResFinder;MLS;mph(G)_1;AB571865;mphG;macrolide phosphotransferase (MPH);;;antibiotic inactivation
ResFinder;MLS;mph(N)_1;KF648874;mphB;macrolide phosphotransferase;;;antibiotic inactivation
ResFinder;MLS;msr(A)_2;AB013298;msrA;msr-type ABC-F protein;;;antibiotic target protection
ResFinder;MLS;msr(D)_2;AF274302;msrD;msr-type ABC-F protein;;;antibiotic target protection
ResFinder;MLS;msr(D)_3;AF227520;msrD;msr-type ABC-F protein;;;antibiotic target protection
ResFinder;MLS;msr(E)_1;FR751518;msrE;msr-type ABC-F protein;;;antibiotic target protection
ResFinder;MLS;sal(A)_1;KC693025;salA;sal-type ABC-F protein;;;antibiotic target protection
ResFinder;MLS;vat(E)_10;AY043212;vatE;streptogramin vat acetyltransferase;;;antibiotic inactivation
ResFinder;MLS;vat(E)_5;AJ488494;vatE;streptogramin vat acetyltransferase;;;antibiotic inactivation
ResFinder;MLS;vga(A)V_1;AF186237;vgaALC;vga-type ABC-F protein;;;antibiotic target protection
ResFinder;MLS;vga(C)_1;FN806792;vgaC;vga-type ABC-F protein;;;antibiotic target protection
ResFinder;MLS;vga(E)_1;FR772051;vgaE;vga-type ABC-F protein;;;antibiotic target protection
ResFinder;nitroimidazole;nimB_1;X71443;nimB;nitroimidazole reductase;;;antibiotic inactivation
ResFinder;nitroimidazole;nimH_1;KX576455;nimB;nitroimidazole reductase;;;antibiotic inactivation
ResFinder;nitroimidazole;nimJ_1;NZ_JH815495;nimJ;nitroimidazole reductase;;;antibiotic inactivation
ResFinder;phenicol;cat_5;U35036;"	catA8";chloramphenicol acetyltransferase (CAT);;;antibiotic inactivation
ResFinder;phenicol;cat(pC194)_1;NC_002013;Lreu_cat-TC;chloramphenicol acetyltransferase (CAT);;;antibiotic inactivation
ResFinder;phenicol;cat(pC233)_1;AY355285;Efac_ACT_CHL;chloramphenicol acetyltransferase (CAT);;;antibiotic inactivation
ResFinder;phenicol;catA1_1;V00622;catA1;chloramphenicol acetyltransferase (CAT);;;antibiotic inactivation
ResFinder;phenicol;catB2_1;AF047479;catB2;chloramphenicol acetyltransferase (CAT);;;antibiotic inactivation
ResFinder;phenicol;catP_1;U15027;catP;chloramphenicol acetyltransferase;;;antibiotic inactivation
ResFinder;phenicol;catS_1;X74948;catP;chloramphenicol acetyltransferase;;;antibiotic inactivation
ResFinder;phenicol;cmlA1_1;M64556;cmlA1;major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
ResFinder;phenicol;cmlB1_1;AM296481;cmlB1;major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
ResFinder;phenicol;cmx_1;U85507;cmx;major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
ResFinder;phenicol;floR_1;AF071555;floR;major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
ResFinder;phenicol;floR_2;AF118107;floR;major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
ResFinder;phosphonic acid antibiotic;fosA_2;AGDM01000012;fosA5;fosfomycin thiol transferase;;;antibiotic inactivation
ResFinder;phosphonic acid antibiotic;fosA6_1;KU254579;FosA6;fosfomycin thiol transferase;;;antibiotic inactivation
ResFinder;phosphonic acid antibiotic;fosD_1;KC989517;FosD;fosfomycin thiol transferase;;;antibiotic inactivation
ResFinder;phosphonic acid antibiotic;fosE_1;AB901041;FosE;fosfomycin thiol transferase;;;antibiotic inactivation
ResFinder;phosphonic acid antibiotic;fosK_1;AB917040;FosK;fosfomycin thiol transferase;;;antibiotic inactivation
ResFinder;phosphonic acid antibiotic;fosY_1;MN961674;FosY;fosfomycin thiol transferase;;;antibiotic inactivation
ResFinder;tetracycline;tet(31)_1;GQ283908;tet(31);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
ResFinder;tetracycline;tet(32)_1;EU722333;tet(32);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
ResFinder;tetracycline;tet(32)_2;EF626943;tet(32);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
ResFinder;tetracycline;tet(33)_1;AY255627;tet(33);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
ResFinder;tetracycline;tet(36)_1;AJ514254;tet(36);tetracycline-resistant ribosomal protection protein;;;antibiotic target alteration
ResFinder;tetracycline;tet(39)_1;KT346360;tet(39);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
